# time joint1 joint2 joint3 joint4 joint5 joint6 joint7 drive_joint left_finger_joint left_inner_knuckle_joint right_outer_knuckle_joint right_finger_joint right_inner_knuckle_joint
8.250000 0.10260912 -1.35480282 0.11530960 0.38436705 -0.03914149 -0.42131956 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.255000 0.10306303 -1.35587511 0.11559561 0.38389850 -0.03926025 -0.42164102 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.260000 0.10351582 -1.35694006 0.11588001 0.38343336 -0.03937852 -0.42196176 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.265000 0.10396750 -1.35799770 0.11616282 0.38297160 -0.03949630 -0.42228177 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.270000 0.10441807 -1.35904811 0.11644404 0.38251319 -0.03961359 -0.42260105 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.275000 0.10486753 -1.36009131 0.11672368 0.38205810 -0.03973040 -0.42291961 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.280000 0.10531588 -1.36112737 0.11700174 0.38160630 -0.03984671 -0.42323743 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.285000 0.10576312 -1.36215632 0.11727823 0.38115776 -0.03996255 -0.42355453 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.290000 0.10620925 -1.36317822 0.11755315 0.38071245 -0.04007789 -0.42387090 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.295000 0.10665428 -1.36419312 0.11782652 0.38027035 -0.04019275 -0.42418654 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.300000 0.10709820 -1.36520106 0.11809832 0.37983142 -0.04030713 -0.42450146 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.305000 0.10754101 -1.36620209 0.11836858 0.37939563 -0.04042102 -0.42481565 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.310000 0.10798273 -1.36719626 0.11863730 0.37896297 -0.04053443 -0.42512911 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.315000 0.10842334 -1.36818361 0.11890447 0.37853340 -0.04064737 -0.42544184 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.320000 0.10886285 -1.36916418 0.11917012 0.37810689 -0.04075982 -0.42575385 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.325000 0.10930126 -1.37013804 0.11943424 0.37768341 -0.04087179 -0.42606513 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.330000 0.10973858 -1.37110521 0.11969684 0.37726295 -0.04098328 -0.42637568 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.335000 0.11017480 -1.37206575 0.11995792 0.37684547 -0.04109429 -0.42668551 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.340000 0.11060993 -1.37301970 0.12021749 0.37643095 -0.04120483 -0.42699462 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.345000 0.11104397 -1.37396711 0.12047557 0.37601936 -0.04131490 -0.42730300 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.350000 0.11147691 -1.37490801 0.12073214 0.37561068 -0.04142448 -0.42761065 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.355000 0.11190876 -1.37584246 0.12098722 0.37520487 -0.04153360 -0.42791759 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.360000 0.11233953 -1.37677049 0.12124082 0.37480192 -0.04164224 -0.42822380 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.365000 0.11276921 -1.37769216 0.12149294 0.37440180 -0.04175041 -0.42852929 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.370000 0.11319781 -1.37860750 0.12174358 0.37400449 -0.04185811 -0.42883405 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.375000 0.11362532 -1.37951656 0.12199275 0.37360995 -0.04196534 -0.42913810 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.380000 0.11405176 -1.38041937 0.12224046 0.37321817 -0.04207210 -0.42944143 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.385000 0.11447711 -1.38131599 0.12248671 0.37282913 -0.04217840 -0.42974404 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.390000 0.11490139 -1.38220645 0.12273151 0.37244279 -0.04228423 -0.43004593 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.395000 0.11532459 -1.38309079 0.12297486 0.37205913 -0.04238959 -0.43034710 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.400000 0.11574672 -1.38396906 0.12321678 0.37167814 -0.04249449 -0.43064756 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.405000 0.11616777 -1.38484130 0.12345726 0.37129978 -0.04259892 -0.43094730 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.410000 0.11658776 -1.38570755 0.12369631 0.37092404 -0.04270289 -0.43124633 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.415000 0.11700668 -1.38656784 0.12393393 0.37055089 -0.04280641 -0.43154465 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.420000 0.11742453 -1.38742222 0.12417014 0.37018031 -0.04290946 -0.43184225 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.425000 0.11784132 -1.38827074 0.12440494 0.36981228 -0.04301205 -0.43213914 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.430000 0.11825704 -1.38911342 0.12463833 0.36944677 -0.04311419 -0.43243532 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.435000 0.11867171 -1.38995030 0.12487032 0.36908376 -0.04321587 -0.43273079 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.440000 0.11908532 -1.39078144 0.12510091 0.36872324 -0.04331709 -0.43302555 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.445000 0.11949787 -1.39160686 0.12533012 0.36836518 -0.04341786 -0.43331961 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.450000 0.11990937 -1.39242660 0.12555794 0.36800955 -0.04351817 -0.43361296 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.455000 0.12031981 -1.39324071 0.12578439 0.36765634 -0.04361804 -0.43390561 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.460000 0.12072921 -1.39404922 0.12600946 0.36730553 -0.04371745 -0.43419755 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.465000 0.12113755 -1.39485216 0.12623316 0.36695710 -0.04381642 -0.43448879 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.470000 0.12154485 -1.39564958 0.12645551 0.36661102 -0.04391493 -0.43477933 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.475000 0.12195111 -1.39644152 0.12667649 0.36626728 -0.04401300 -0.43506917 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.480000 0.12235633 -1.39722801 0.12689613 0.36592585 -0.04411062 -0.43535831 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.485000 0.12276050 -1.39800908 0.12711442 0.36558672 -0.04420780 -0.43564676 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.490000 0.12316364 -1.39878477 0.12733138 0.36524986 -0.04430453 -0.43593451 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.495000 0.12356574 -1.39955513 0.12754700 0.36491526 -0.04440083 -0.43622156 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.500000 0.12396681 -1.40032018 0.12776130 0.36458290 -0.04449668 -0.43650793 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.505000 0.12436685 -1.40107996 0.12797427 0.36425275 -0.04459209 -0.43679360 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.510000 0.12476587 -1.40183451 0.12818592 0.36392480 -0.04468706 -0.43707858 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.515000 0.12516385 -1.40258386 0.12839627 0.36359904 -0.04478159 -0.43736287 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.520000 0.12556081 -1.40332805 0.12860531 0.36327543 -0.04487569 -0.43764648 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.525000 0.12595675 -1.40406711 0.12881305 0.36295397 -0.04496936 -0.43792940 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.530000 0.12635167 -1.40480108 0.12901949 0.36263463 -0.04506259 -0.43821163 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.535000 0.12674557 -1.40552999 0.12922465 0.36231740 -0.04515538 -0.43849319 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.540000 0.12713846 -1.40625387 0.12942852 0.36200226 -0.04524775 -0.43877406 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.545000 0.12753033 -1.40697276 0.12963112 0.36168919 -0.04533969 -0.43905425 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.550000 0.12792120 -1.40768670 0.12983244 0.36137817 -0.04543120 -0.43933377 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.555000 0.12831105 -1.40839570 0.13003250 0.36106919 -0.04552228 -0.43961261 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.560000 0.12869990 -1.40909982 0.13023130 0.36076223 -0.04561293 -0.43989077 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.565000 0.12908775 -1.40979908 0.13042884 0.36045727 -0.04570316 -0.44016826 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.570000 0.12947460 -1.41049351 0.13062513 0.36015429 -0.04579297 -0.44044508 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.575000 0.12986044 -1.41118315 0.13082017 0.35985329 -0.04588235 -0.44072123 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.580000 0.13024529 -1.41186803 0.13101398 0.35955423 -0.04597132 -0.44099671 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.585000 0.13062915 -1.41254818 0.13120655 0.35925711 -0.04605986 -0.44127153 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.590000 0.13101201 -1.41322363 0.13139789 0.35896191 -0.04614799 -0.44154568 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.595000 0.13139389 -1.41389441 0.13158801 0.35866861 -0.04623570 -0.44181917 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.600000 0.13177477 -1.41456056 0.13177691 0.35837720 -0.04632299 -0.44209199 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.605000 0.13215468 -1.41522211 0.13196460 0.35808766 -0.04640987 -0.44236416 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.610000 0.13253360 -1.41587908 0.13215108 0.35779998 -0.04649634 -0.44263566 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.615000 0.13291154 -1.41653151 0.13233636 0.35751413 -0.04658239 -0.44290651 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.620000 0.13328850 -1.41717943 0.13252045 0.35723011 -0.04666804 -0.44317671 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.625000 0.13366449 -1.41782287 0.13270334 0.35694790 -0.04675328 -0.44344625 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.630000 0.13403951 -1.41846185 0.13288504 0.35666749 -0.04683811 -0.44371515 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.635000 0.13441355 -1.41909641 0.13306557 0.35638885 -0.04692253 -0.44398339 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.640000 0.13478663 -1.41972658 0.13324492 0.35611198 -0.04700655 -0.44425099 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.645000 0.13515874 -1.42035239 0.13342310 0.35583686 -0.04709016 -0.44451793 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.650000 0.13552989 -1.42097387 0.13360012 0.35556347 -0.04717337 -0.44478424 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.655000 0.13590008 -1.42159104 0.13377598 0.35529181 -0.04725618 -0.44504990 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.660000 0.13626931 -1.42220393 0.13395068 0.35502185 -0.04733860 -0.44531493 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.665000 0.13663759 -1.42281257 0.13412424 0.35475359 -0.04742061 -0.44557931 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.670000 0.13700491 -1.42341700 0.13429665 0.35448700 -0.04750223 -0.44584306 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.675000 0.13737128 -1.42401724 0.13446792 0.35422208 -0.04758345 -0.44610617 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.680000 0.13773671 -1.42461331 0.13463806 0.35395881 -0.04766428 -0.44636865 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.685000 0.13810118 -1.42520525 0.13480708 0.35369718 -0.04774471 -0.44663050 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.690000 0.13846472 -1.42579308 0.13497497 0.35343717 -0.04782476 -0.44689172 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.695000 0.13882731 -1.42637683 0.13514174 0.35317877 -0.04790441 -0.44715231 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.700000 0.13918896 -1.42695652 0.13530740 0.35292197 -0.04798367 -0.44741228 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.705000 0.13954968 -1.42753219 0.13547195 0.35266676 -0.04806255 -0.44767162 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.710000 0.13990947 -1.42810386 0.13563540 0.35241312 -0.04814105 -0.44793034 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.715000 0.14026832 -1.42867156 0.13579775 0.35216104 -0.04821915 -0.44818844 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.720000 0.14062624 -1.42923532 0.13595902 0.35191050 -0.04829688 -0.44844592 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.725000 0.14098324 -1.42979515 0.13611919 0.35166150 -0.04837422 -0.44870279 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.730000 0.14133932 -1.43035109 0.13627828 0.35141401 -0.04845118 -0.44895904 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.735000 0.14169447 -1.43090316 0.13643630 0.35116804 -0.04852777 -0.44921468 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.740000 0.14204870 -1.43145139 0.13659324 0.35092357 -0.04860398 -0.44946971 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.745000 0.14240202 -1.43199580 0.13674912 0.35068057 -0.04867981 -0.44972413 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.750000 0.14275442 -1.43253642 0.13690394 0.35043906 -0.04875526 -0.44997794 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.755000 0.14310591 -1.43307328 0.13705770 0.35019900 -0.04883034 -0.45023115 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.760000 0.14345650 -1.43360639 0.13721040 0.34996039 -0.04890505 -0.45048375 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.765000 0.14380617 -1.43413579 0.13736207 0.34972322 -0.04897939 -0.45073576 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.770000 0.14415494 -1.43466149 0.13751269 0.34948747 -0.04905336 -0.45098716 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.775000 0.14450281 -1.43518353 0.13766227 0.34925314 -0.04912696 -0.45123797 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.780000 0.14484978 -1.43570193 0.13781082 0.34902021 -0.04920020 -0.45148819 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.785000 0.14519586 -1.43621671 0.13795834 0.34878867 -0.04927307 -0.45173781 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.790000 0.14554104 -1.43672789 0.13810485 0.34855852 -0.04934558 -0.45198684 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.795000 0.14588532 -1.43723550 0.13825033 0.34832973 -0.04941772 -0.45223527 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.800000 0.14622872 -1.43773957 0.13839481 0.34810230 -0.04948950 -0.45248313 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.805000 0.14657123 -1.43824011 0.13853827 0.34787622 -0.04956093 -0.45273039 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.810000 0.14691286 -1.43873715 0.13868074 0.34765148 -0.04963199 -0.45297708 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.815000 0.14725360 -1.43923071 0.13882220 0.34742806 -0.04970270 -0.45322318 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.820000 0.14759346 -1.43972082 0.13896268 0.34720596 -0.04977305 -0.45346870 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.825000 0.14793245 -1.44020750 0.13910216 0.34698516 -0.04984305 -0.45371364 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.830000 0.14827056 -1.44069077 0.13924066 0.34676566 -0.04991270 -0.45395801 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.835000 0.14860780 -1.44117065 0.13937819 0.34654744 -0.04998199 -0.45420180 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.840000 0.14894417 -1.44164717 0.13951474 0.34633050 -0.05005094 -0.45444503 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.845000 0.14927967 -1.44212035 0.13965032 0.34611483 -0.05011953 -0.45468768 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.850000 0.14961430 -1.44259021 0.13978494 0.34590041 -0.05018778 -0.45492976 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.855000 0.14994808 -1.44305677 0.13991859 0.34568723 -0.05025569 -0.45517128 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.860000 0.15028099 -1.44352005 0.14005130 0.34547529 -0.05032324 -0.45541223 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.865000 0.15061304 -1.44398008 0.14018305 0.34526457 -0.05039046 -0.45565263 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.870000 0.15094424 -1.44443688 0.14031386 0.34505507 -0.05045733 -0.45589246 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.875000 0.15127458 -1.44489046 0.14044372 0.34484678 -0.05052387 -0.45613173 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.880000 0.15160408 -1.44534086 0.14057266 0.34463968 -0.05059006 -0.45637045 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.885000 0.15193272 -1.44578809 0.14070066 0.34443377 -0.05065592 -0.45660861 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.890000 0.15226052 -1.44623216 0.14082773 0.34422904 -0.05072144 -0.45684622 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.895000 0.15258748 -1.44667311 0.14095388 0.34402548 -0.05078662 -0.45708328 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.900000 0.15291359 -1.44711095 0.14107911 0.34382308 -0.05085147 -0.45731979 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.905000 0.15323887 -1.44754571 0.14120343 0.34362183 -0.05091599 -0.45755575 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.910000 0.15356331 -1.44797740 0.14132684 0.34342172 -0.05098018 -0.45779117 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.915000 0.15388691 -1.44840604 0.14144935 0.34322275 -0.05104404 -0.45802605 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.920000 0.15420968 -1.44883165 0.14157096 0.34302490 -0.05110757 -0.45826038 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.925000 0.15453162 -1.44925426 0.14169167 0.34282817 -0.05117077 -0.45849418 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.930000 0.15485274 -1.44967389 0.14181149 0.34263254 -0.05123365 -0.45872744 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.935000 0.15517303 -1.45009054 0.14193043 0.34243801 -0.05129620 -0.45896016 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.940000 0.15549250 -1.45050425 0.14204849 0.34224458 -0.05135844 -0.45919235 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.945000 0.15581115 -1.45091503 0.14216567 0.34205222 -0.05142035 -0.45942401 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.950000 0.15612898 -1.45132290 0.14228197 0.34186094 -0.05148193 -0.45965514 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.955000 0.15644599 -1.45172788 0.14239741 0.34167073 -0.05154321 -0.45988575 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.960000 0.15676219 -1.45212998 0.14251198 0.34148157 -0.05160416 -0.46011582 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.965000 0.15707758 -1.45252924 0.14262570 0.34129347 -0.05166480 -0.46034538 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.970000 0.15739216 -1.45292566 0.14273856 0.34110640 -0.05172512 -0.46057441 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.975000 0.15770594 -1.45331927 0.14285057 0.34092037 -0.05178513 -0.46080292 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.980000 0.15801891 -1.45371008 0.14296173 0.34073537 -0.05184483 -0.46103091 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.985000 0.15833108 -1.45409811 0.14307205 0.34055138 -0.05190421 -0.46125839 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.990000 0.15864245 -1.45448338 0.14318153 0.34036840 -0.05196329 -0.46148536 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
8.995000 0.15895303 -1.45486591 0.14329018 0.34018643 -0.05202206 -0.46171181 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
9.000000 0.15940220 -1.45594518 0.14346035 0.33973306 -0.05211315 -0.46211317 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
9.005000 0.15985003 -1.45701703 0.14362967 0.33928295 -0.05220396 -0.46251362 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
9.010000 0.16029651 -1.45808151 0.14379815 0.33883607 -0.05229449 -0.46291316 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
9.015000 0.16074166 -1.45913868 0.14396579 0.33839241 -0.05238475 -0.46331179 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
9.020000 0.16118548 -1.46018857 0.14413259 0.33795191 -0.05247473 -0.46370950 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
9.025000 0.16162797 -1.46123125 0.14429855 0.33751457 -0.05256443 -0.46410630 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
9.030000 0.16206913 -1.46226675 0.14446367 0.33708035 -0.05265385 -0.46450218 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
9.035000 0.16250897 -1.46329513 0.14462796 0.33664922 -0.05274299 -0.46489716 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
9.040000 0.16294749 -1.46431643 0.14479141 0.33622116 -0.05283186 -0.46529123 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
9.045000 0.16338469 -1.46533070 0.14495403 0.33579614 -0.05292045 -0.46568439 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
9.050000 0.16382058 -1.46633799 0.14511582 0.33537413 -0.05300875 -0.46607664 0.00000000 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182 0.61818182
