# time panda_joint1 panda_joint2 panda_joint3 panda_joint4 panda_joint5 panda_joint6 panda_joint7 panda_finger_joint1 panda_finger_joint2
11.050000 0.13686774 -0.77070935 0.11340535 -2.49674732 -0.00638320 2.80752148 0.74100000 0.04000000 0.04000000
11.055000 0.13690057 -0.77078646 0.11347430 -2.49758806 -0.00638030 2.80723622 0.74100000 0.04000000 0.04000000
11.060000 0.13693322 -0.77086194 0.11354294 -2.49842324 -0.00637738 2.80695311 0.74100000 0.04000000 0.04000000
11.065000 0.13696569 -0.77093582 0.11361125 -2.49925292 -0.00637442 2.80667212 0.74100000 0.04000000 0.04000000
11.070000 0.13699798 -0.77100811 0.11367925 -2.50007712 -0.00637144 2.80639324 0.74100000 0.04000000 0.04000000
11.075000 0.13703008 -0.77107883 0.11374694 -2.50089589 -0.00636843 2.80611645 0.74100000 0.04000000 0.04000000
11.080000 0.13706200 -0.77114802 0.11381430 -2.50170927 -0.00636540 2.80584174 0.74100000 0.04000000 0.04000000
11.085000 0.13709373 -0.77121568 0.11388136 -2.50251729 -0.00636233 2.80556910 0.74100000 0.04000000 0.04000000
11.090000 0.13712529 -0.77128184 0.11394810 -2.50332001 -0.00635924 2.80529851 0.74100000 0.04000000 0.04000000
11.095000 0.13715667 -0.77134653 0.11401452 -2.50411745 -0.00635613 2.80502994 0.74100000 0.04000000 0.04000000
11.100000 0.13718788 -0.77140975 0.11408064 -2.50490965 -0.00635299 2.80476340 0.74100000 0.04000000 0.04000000
11.105000 0.13721890 -0.77147155 0.11414644 -2.50569666 -0.00634982 2.80449887 0.74100000 0.04000000 0.04000000
11.110000 0.13724975 -0.77153192 0.11421194 -2.50647851 -0.00634663 2.80423632 0.74100000 0.04000000 0.04000000
11.115000 0.13728042 -0.77159090 0.11427712 -2.50725523 -0.00634341 2.80397574 0.74100000 0.04000000 0.04000000
11.120000 0.13731092 -0.77164850 0.11434200 -2.50802687 -0.00634017 2.80371713 0.74100000 0.04000000 0.04000000
11.125000 0.13734125 -0.77170475 0.11440656 -2.50879346 -0.00633691 2.80346047 0.74100000 0.04000000 0.04000000
11.130000 0.13737140 -0.77175966 0.11447083 -2.50955504 -0.00633361 2.80320573 0.74100000 0.04000000 0.04000000
11.135000 0.13740138 -0.77181325 0.11453478 -2.51031165 -0.00633030 2.80295292 0.74100000 0.04000000 0.04000000
11.140000 0.13743119 -0.77186554 0.11459843 -2.51106332 -0.00632696 2.80270201 0.74100000 0.04000000 0.04000000
11.145000 0.13746083 -0.77191655 0.11466178 -2.51181008 -0.00632360 2.80245299 0.74100000 0.04000000 0.04000000
11.150000 0.13749030 -0.77196629 0.11472482 -2.51255198 -0.00632021 2.80220584 0.74100000 0.04000000 0.04000000
11.155000 0.13751960 -0.77201480 0.11478757 -2.51328904 -0.00631681 2.80196056 0.74100000 0.04000000 0.04000000
11.160000 0.13754873 -0.77206208 0.11485001 -2.51402130 -0.00631337 2.80171713 0.74100000 0.04000000 0.04000000
11.165000 0.13757770 -0.77210814 0.11491215 -2.51474881 -0.00630992 2.80147553 0.74100000 0.04000000 0.04000000
11.170000 0.13760650 -0.77215302 0.11497399 -2.51547158 -0.00630644 2.80123576 0.74100000 0.04000000 0.04000000
11.175000 0.13763514 -0.77219673 0.11503553 -2.51618966 -0.00630294 2.80099780 0.74100000 0.04000000 0.04000000
11.180000 0.13766362 -0.77223928 0.11509678 -2.51690307 -0.00629942 2.80076163 0.74100000 0.04000000 0.04000000
11.185000 0.13769193 -0.77228069 0.11515773 -2.51761186 -0.00629588 2.80052724 0.74100000 0.04000000 0.04000000
11.190000 0.13772008 -0.77232098 0.11521838 -2.51831606 -0.00629232 2.80029463 0.74100000 0.04000000 0.04000000
11.195000 0.13774806 -0.77236016 0.11527874 -2.51901569 -0.00628873 2.80006377 0.74100000 0.04000000 0.04000000
11.200000 0.13777589 -0.77239826 0.11533880 -2.51971080 -0.00628513 2.79983465 0.74100000 0.04000000 0.04000000
11.205000 0.13780356 -0.77243528 0.11539858 -2.52040141 -0.00628150 2.79960727 0.74100000 0.04000000 0.04000000
11.210000 0.13783106 -0.77247124 0.11545806 -2.52108755 -0.00627785 2.79938161 0.74100000 0.04000000 0.04000000
11.215000 0.13785841 -0.77250616 0.11551725 -2.52176926 -0.00627419 2.79915765 0.74100000 0.04000000 0.04000000
11.220000 0.13788561 -0.77254006 0.11557615 -2.52244657 -0.00627050 2.79893539 0.74100000 0.04000000 0.04000000
11.225000 0.13791264 -0.77257295 0.11563477 -2.52311952 -0.00626679 2.79871480 0.74100000 0.04000000 0.04000000
11.230000 0.13793952 -0.77260484 0.11569309 -2.52378812 -0.00626307 2.79849589 0.74100000 0.04000000 0.04000000
11.235000 0.13796625 -0.77263575 0.11575113 -2.52445242 -0.00625932 2.79827864 0.74100000 0.04000000 0.04000000
11.240000 0.13799282 -0.77266570 0.11580888 -2.52511244 -0.00625555 2.79806303 0.74100000 0.04000000 0.04000000
11.245000 0.13801924 -0.77269469 0.11586635 -2.52576821 -0.00625177 2.79784905 0.74100000 0.04000000 0.04000000
11.250000 0.13804551 -0.77272275 0.11592354 -2.52641977 -0.00624796 2.79763669 0.74100000 0.04000000 0.04000000
11.255000 0.13807163 -0.77274989 0.11598044 -2.52706715 -0.00624414 2.79742595 0.74100000 0.04000000 0.04000000
11.260000 0.13809759 -0.77277612 0.11603706 -2.52771036 -0.00624030 2.79721680 0.74100000 0.04000000 0.04000000
11.265000 0.13812341 -0.77280146 0.11609340 -2.52834946 -0.00623644 2.79700924 0.74100000 0.04000000 0.04000000
11.270000 0.13814908 -0.77282591 0.11614946 -2.52898445 -0.00623257 2.79680325 0.74100000 0.04000000 0.04000000
11.275000 0.13817459 -0.77284950 0.11620524 -2.52961537 -0.00622867 2.79659882 0.74100000 0.04000000 0.04000000
11.280000 0.13819997 -0.77287224 0.11626075 -2.53024226 -0.00622476 2.79639595 0.74100000 0.04000000 0.04000000
11.285000 0.13822519 -0.77289414 0.11631598 -2.53086513 -0.00622083 2.79619462 0.74100000 0.04000000 0.04000000
11.290000 0.13825027 -0.77291521 0.11637093 -2.53148402 -0.00621688 2.79599481 0.74100000 0.04000000 0.04000000
11.295000 0.13827521 -0.77293547 0.11642561 -2.53209896 -0.00621292 2.79579653 0.74100000 0.04000000 0.04000000
11.300000 0.13830000 -0.77295493 0.11648001 -2.53270997 -0.00620894 2.79559975 0.74100000 0.04000000 0.04000000
11.305000 0.13832464 -0.77297359 0.11653415 -2.53331708 -0.00620494 2.79540447 0.74100000 0.04000000 0.04000000
11.310000 0.13834915 -0.77299149 0.11658801 -2.53392032 -0.00620093 2.79521067 0.74100000 0.04000000 0.04000000
11.315000 0.13837351 -0.77300862 0.11664160 -2.53451971 -0.00619690 2.79501835 0.74100000 0.04000000 0.04000000
11.320000 0.13839773 -0.77302500 0.11669492 -2.53511529 -0.00619285 2.79482749 0.74100000 0.04000000 0.04000000
11.325000 0.13842182 -0.77304064 0.11674797 -2.53570708 -0.00618879 2.79463809 0.74100000 0.04000000 0.04000000
11.330000 0.13844576 -0.77305555 0.11680076 -2.53629510 -0.00618472 2.79445013 0.74100000 0.04000000 0.04000000
11.335000 0.13846956 -0.77306975 0.11685328 -2.53687938 -0.00618062 2.79426360 0.74100000 0.04000000 0.04000000
11.340000 0.13849323 -0.77308324 0.11690553 -2.53745996 -0.00617651 2.79407849 0.74100000 0.04000000 0.04000000
11.345000 0.13851676 -0.77309604 0.11695752 -2.53803685 -0.00617239 2.79389479 0.74100000 0.04000000 0.04000000
11.350000 0.13854015 -0.77310816 0.11700925 -2.53861007 -0.00616825 2.79371250 0.74100000 0.04000000 0.04000000
11.355000 0.13856341 -0.77311961 0.11706071 -2.53917967 -0.00616410 2.79353159 0.74100000 0.04000000 0.04000000
11.360000 0.13858653 -0.77313039 0.11711191 -2.53974565 -0.00615993 2.79335207 0.74100000 0.04000000 0.04000000
11.365000 0.13860952 -0.77314054 0.11716286 -2.54030806 -0.00615575 2.79317392 0.74100000 0.04000000 0.04000000
11.370000 0.13863237 -0.77315004 0.11721354 -2.54086690 -0.00615156 2.79299712 0.74100000 0.04000000 0.04000000
11.375000 0.13865509 -0.77315892 0.11726397 -2.54142221 -0.00614735 2.79282168 0.74100000 0.04000000 0.04000000
11.380000 0.13867768 -0.77316717 0.11731414 -2.54197401 -0.00614313 2.79264759 0.74100000 0.04000000 0.04000000
11.385000 0.13870014 -0.77317483 0.11736405 -2.54252232 -0.00613889 2.79247482 0.74100000 0.04000000 0.04000000
11.390000 0.13872247 -0.77318188 0.11741371 -2.54306718 -0.00613464 2.79230337 0.74100000 0.04000000 0.04000000
11.395000 0.13874467 -0.77318836 0.11746311 -2.54360860 -0.00613037 2.79213324 0.74100000 0.04000000 0.04000000
11.400000 0.13876674 -0.77319425 0.11751226 -2.54414660 -0.00612610 2.79196441 0.74100000 0.04000000 0.04000000
11.405000 0.13878868 -0.77319958 0.11756116 -2.54468122 -0.00612181 2.79179687 0.74100000 0.04000000 0.04000000
11.410000 0.13881050 -0.77320435 0.11760981 -2.54521247 -0.00611751 2.79163062 0.74100000 0.04000000 0.04000000
11.415000 0.13883219 -0.77320857 0.11765821 -2.54574038 -0.00611319 2.79146564 0.74100000 0.04000000 0.04000000
11.420000 0.13885375 -0.77321226 0.11770636 -2.54626497 -0.00610886 2.79130193 0.74100000 0.04000000 0.04000000
11.425000 0.13887518 -0.77321542 0.11775426 -2.54678627 -0.00610452 2.79113948 0.74100000 0.04000000 0.04000000
11.430000 0.13889650 -0.77321806 0.11780192 -2.54730429 -0.00610017 2.79097827 0.74100000 0.04000000 0.04000000
11.435000 0.13891769 -0.77322018 0.11784933 -2.54781906 -0.00609581 2.79081830 0.74100000 0.04000000 0.04000000
11.440000 0.13893875 -0.77322181 0.11789649 -2.54833060 -0.00609143 2.79065956 0.74100000 0.04000000 0.04000000
11.445000 0.13895969 -0.77322294 0.11794342 -2.54883894 -0.00608704 2.79050204 0.74100000 0.04000000 0.04000000
11.450000 0.13898051 -0.77322359 0.11799010 -2.54934409 -0.00608264 2.79034573 0.74100000 0.04000000 0.04000000
11.455000 0.13900121 -0.77322377 0.11803653 -2.54984608 -0.00607823 2.79019062 0.74100000 0.04000000 0.04000000
11.460000 0.13902179 -0.77322348 0.11808273 -2.55034493 -0.00607381 2.79003671 0.74100000 0.04000000 0.04000000
11.465000 0.13904225 -0.77322272 0.11812869 -2.55084066 -0.00606938 2.78988399 0.74100000 0.04000000 0.04000000
11.470000 0.13906259 -0.77322152 0.11817441 -2.55133329 -0.00606493 2.78973244 0.74100000 0.04000000 0.04000000
11.475000 0.13908281 -0.77321988 0.11821989 -2.55182285 -0.00606048 2.78958206 0.74100000 0.04000000 0.04000000
11.480000 0.13910292 -0.77321780 0.11826513 -2.55230935 -0.00605601 2.78943284 0.74100000 0.04000000 0.04000000
11.485000 0.13912290 -0.77321530 0.11831014 -2.55279282 -0.00605154 2.78928477 0.74100000 0.04000000 0.04000000
11.490000 0.13914278 -0.77321238 0.11835492 -2.55327327 -0.00604705 2.78913785 0.74100000 0.04000000 0.04000000
11.495000 0.13916253 -0.77320904 0.11839946 -2.55375074 -0.00604256 2.78899206 0.74100000 0.04000000 0.04000000
11.500000 0.13918217 -0.77320531 0.11844377 -2.55422523 -0.00603805 2.78884740 0.74100000 0.04000000 0.04000000
11.505000 0.13920170 -0.77320118 0.11848785 -2.55469676 -0.00603354 2.78870386 0.74100000 0.04000000 0.04000000
11.510000 0.13922111 -0.77319666 0.11853169 -2.55516537 -0.00602901 2.78856143 0.74100000 0.04000000 0.04000000
11.515000 0.13924041 -0.77319176 0.11857531 -2.55563107 -0.00602448 2.78842010 0.74100000 0.04000000 0.04000000
11.520000 0.13925959 -0.77318648 0.11861870 -2.55609387 -0.00601993 2.78827986 0.74100000 0.04000000 0.04000000
11.525000 0.13927867 -0.77318085 0.11866186 -2.55655380 -0.00601538 2.78814072 0.74100000 0.04000000 0.04000000
11.530000 0.13929763 -0.77317485 0.11870480 -2.55701088 -0.00601081 2.78800265 0.74100000 0.04000000 0.04000000
11.535000 0.13931649 -0.77316849 0.11874751 -2.55746512 -0.00600624 2.78786565 0.74100000 0.04000000 0.04000000
11.540000 0.13933523 -0.77316180 0.11878999 -2.55791655 -0.00600166 2.78772972 0.74100000 0.04000000 0.04000000
11.545000 0.13935386 -0.77315476 0.11883226 -2.55836519 -0.00599707 2.78759484 0.74100000 0.04000000 0.04000000
11.550000 0.13937239 -0.77314739 0.11887430 -2.55881105 -0.00599247 2.78746102 0.74100000 0.04000000 0.04000000
11.555000 0.13939081 -0.77313970 0.11891612 -2.55925415 -0.00598787 2.78732823 0.74100000 0.04000000 0.04000000
11.560000 0.13940912 -0.77313168 0.11895771 -2.55969451 -0.00598325 2.78719648 0.74100000 0.04000000 0.04000000
11.565000 0.13942732 -0.77312336 0.11899909 -2.56013216 -0.00597863 2.78706575 0.74100000 0.04000000 0.04000000
11.570000 0.13944542 -0.77311472 0.11904025 -2.56056710 -0.00597400 2.78693604 0.74100000 0.04000000 0.04000000
11.575000 0.13946341 -0.77310579 0.11908120 -2.56099936 -0.00596936 2.78680735 0.74100000 0.04000000 0.04000000
11.580000 0.13948130 -0.77309656 0.11912192 -2.56142896 -0.00596471 2.78667966 0.74100000 0.04000000 0.04000000
11.585000 0.13949908 -0.77308705 0.11916243 -2.56185590 -0.00596006 2.78655296 0.74100000 0.04000000 0.04000000
11.590000 0.13951676 -0.77307725 0.11920273 -2.56228022 -0.00595539 2.78642726 0.74100000 0.04000000 0.04000000
11.595000 0.13953434 -0.77306717 0.11924281 -2.56270193 -0.00595072 2.78630253 0.74100000 0.04000000 0.04000000
11.600000 0.13955181 -0.77305683 0.11928268 -2.56312104 -0.00594605 2.78617879 0.74100000 0.04000000 0.04000000
11.605000 0.13956918 -0.77304622 0.11932234 -2.56353758 -0.00594136 2.78605601 0.74100000 0.04000000 0.04000000
11.610000 0.13958645 -0.77303535 0.11936179 -2.56395156 -0.00593667 2.78593419 0.74100000 0.04000000 0.04000000
11.615000 0.13960363 -0.77302423 0.11940103 -2.56436299 -0.00593197 2.78581333 0.74100000 0.04000000 0.04000000
11.620000 0.13962070 -0.77301286 0.11944006 -2.56477190 -0.00592727 2.78569342 0.74100000 0.04000000 0.04000000
11.625000 0.13963767 -0.77300124 0.11947888 -2.56517831 -0.00592255 2.78557445 0.74100000 0.04000000 0.04000000
11.630000 0.13965454 -0.77298939 0.11951750 -2.56558222 -0.00591784 2.78545641 0.74100000 0.04000000 0.04000000
11.635000 0.13967131 -0.77297731 0.11955591 -2.56598366 -0.00591311 2.78533930 0.74100000 0.04000000 0.04000000
11.640000 0.13968799 -0.77296500 0.11959411 -2.56638264 -0.00590838 2.78522311 0.74100000 0.04000000 0.04000000
11.645000 0.13970456 -0.77295247 0.11963211 -2.56677918 -0.00590364 2.78510784 0.74100000 0.04000000 0.04000000
11.650000 0.13972105 -0.77293972 0.11966991 -2.56717329 -0.00589890 2.78499347 0.74100000 0.04000000 0.04000000
11.655000 0.13973743 -0.77292676 0.11970751 -2.56756500 -0.00589415 2.78488001 0.74100000 0.04000000 0.04000000
11.660000 0.13975372 -0.77291359 0.11974490 -2.56795431 -0.00588939 2.78476744 0.74100000 0.04000000 0.04000000
11.665000 0.13976992 -0.77290022 0.11978210 -2.56834125 -0.00588463 2.78465576 0.74100000 0.04000000 0.04000000
11.670000 0.13978602 -0.77288665 0.11981909 -2.56872582 -0.00587986 2.78454497 0.74100000 0.04000000 0.04000000
11.675000 0.13980203 -0.77287289 0.11985589 -2.56910805 -0.00587509 2.78443505 0.74100000 0.04000000 0.04000000
11.680000 0.13981794 -0.77285894 0.11989249 -2.56948795 -0.00587031 2.78432600 0.74100000 0.04000000 0.04000000
11.685000 0.13983376 -0.77284480 0.11992889 -2.56986554 -0.00586553 2.78421781 0.74100000 0.04000000 0.04000000
11.690000 0.13984949 -0.77283049 0.11996510 -2.57024083 -0.00586074 2.78411048 0.74100000 0.04000000 0.04000000
11.695000 0.13986513 -0.77281601 0.12000111 -2.57061383 -0.00585594 2.78400400 0.74100000 0.04000000 0.04000000
11.700000 0.13988067 -0.77280135 0.12003693 -2.57098457 -0.00585114 2.78389837 0.74100000 0.04000000 0.04000000
11.705000 0.13989613 -0.77278653 0.12007256 -2.57135305 -0.00584634 2.78379358 0.74100000 0.04000000 0.04000000
11.710000 0.13991149 -0.77277154 0.12010800 -2.57171930 -0.00584153 2.78368962 0.74100000 0.04000000 0.04000000
11.715000 0.13992677 -0.77275640 0.12014324 -2.57208332 -0.00583672 2.78358649 0.74100000 0.04000000 0.04000000
11.720000 0.13994196 -0.77274110 0.12017830 -2.57244514 -0.00583190 2.78348418 0.74100000 0.04000000 0.04000000
11.725000 0.13995706 -0.77272565 0.12021316 -2.57280476 -0.00582708 2.78338269 0.74100000 0.04000000 0.04000000
11.730000 0.13997207 -0.77271006 0.12024784 -2.57316220 -0.00582225 2.78328200 0.74100000 0.04000000 0.04000000
11.735000 0.13998699 -0.77269433 0.12028233 -2.57351748 -0.00581742 2.78318212 0.74100000 0.04000000 0.04000000
11.740000 0.14000183 -0.77267846 0.12031664 -2.57387060 -0.00581258 2.78308304 0.74100000 0.04000000 0.04000000
11.745000 0.14001658 -0.77266245 0.12035076 -2.57422159 -0.00580774 2.78298475 0.74100000 0.04000000 0.04000000
11.750000 0.14003124 -0.77264632 0.12038469 -2.57457046 -0.00580290 2.78288725 0.74100000 0.04000000 0.04000000
11.755000 0.14004582 -0.77263005 0.12041844 -2.57491722 -0.00579805 2.78279053 0.74100000 0.04000000 0.04000000
11.760000 0.14006031 -0.77261367 0.12045201 -2.57526188 -0.00579320 2.78269459 0.74100000 0.04000000 0.04000000
11.765000 0.14007472 -0.77259717 0.12048540 -2.57560447 -0.00578834 2.78259942 0.74100000 0.04000000 0.04000000
11.770000 0.14008905 -0.77258055 0.12051860 -2.57594498 -0.00578348 2.78250501 0.74100000 0.04000000 0.04000000
11.775000 0.14010329 -0.77256381 0.12055163 -2.57628345 -0.00577862 2.78241136 0.74100000 0.04000000 0.04000000
11.780000 0.14011745 -0.77254697 0.12058447 -2.57661987 -0.00577375 2.78231847 0.74100000 0.04000000 0.04000000
11.785000 0.14013152 -0.77253003 0.12061714 -2.57695427 -0.00576888 2.78222632 0.74100000 0.04000000 0.04000000
11.790000 0.14014552 -0.77251298 0.12064963 -2.57728666 -0.00576401 2.78213492 0.74100000 0.04000000 0.04000000
11.795000 0.14015943 -0.77249583 0.12068195 -2.57761704 -0.00575913 2.78204426 0.74100000 0.04000000 0.04000000
11.800000 0.14017326 -0.77247859 0.12071409 -2.57794544 -0.00575425 2.78195433 0.74100000 0.04000000 0.04000000
11.805000 0.14018702 -0.77246125 0.12074605 -2.57827186 -0.00574937 2.78186513 0.74100000 0.04000000 0.04000000
11.810000 0.14020069 -0.77244382 0.12077784 -2.57859633 -0.00574449 2.78177665 0.74100000 0.04000000 0.04000000
11.815000 0.14021428 -0.77242631 0.12080946 -2.57891884 -0.00573960 2.78168889 0.74100000 0.04000000 0.04000000
11.820000 0.14022779 -0.77240872 0.12084090 -2.57923943 -0.00573471 2.78160185 0.74100000 0.04000000 0.04000000
11.825000 0.14024123 -0.77239104 0.12087217 -2.57955808 -0.00572981 2.78151551 0.74100000 0.04000000 0.04000000
11.830000 0.14025459 -0.77237329 0.12090327 -2.57987483 -0.00572492 2.78142987 0.74100000 0.04000000 0.04000000
11.835000 0.14026786 -0.77235547 0.12093421 -2.58018968 -0.00572002 2.78134493 0.74100000 0.04000000 0.04000000
11.840000 0.14028107 -0.77233757 0.12096497 -2.58050265 -0.00571512 2.78126068 0.74100000 0.04000000 0.04000000
11.845000 0.14029419 -0.77231960 0.12099557 -2.58081374 -0.00571021 2.78117712 0.74100000 0.04000000 0.04000000
11.850000 0.14030724 -0.77230157 0.12102599 -2.58112298 -0.00570531 2.78109425 0.74100000 0.04000000 0.04000000
11.855000 0.14032021 -0.77228347 0.12105626 -2.58143036 -0.00570040 2.78101205 0.74100000 0.04000000 0.04000000
11.860000 0.14033311 -0.77226531 0.12108635 -2.58173591 -0.00569549 2.78093053 0.74100000 0.04000000 0.04000000
11.865000 0.14034593 -0.77224710 0.12111629 -2.58203963 -0.00569058 2.78084967 0.74100000 0.04000000 0.04000000
11.870000 0.14035868 -0.77222883 0.12114605 -2.58234154 -0.00568567 2.78076948 0.74100000 0.04000000 0.04000000
11.875000 0.14037135 -0.77221051 0.12117566 -2.58264165 -0.00568075 2.78068995 0.74100000 0.04000000 0.04000000
11.880000 0.14038395 -0.77219213 0.12120510 -2.58293997 -0.00567583 2.78061107 0.74100000 0.04000000 0.04000000
11.885000 0.14039648 -0.77217371 0.12123438 -2.58323651 -0.00567091 2.78053284 0.74100000 0.04000000 0.04000000
11.890000 0.14040894 -0.77215525 0.12126350 -2.58353129 -0.00566599 2.78045526 0.74100000 0.04000000 0.04000000
11.895000 0.14042132 -0.77213674 0.12129246 -2.58382431 -0.00566107 2.78037832 0.74100000 0.04000000 0.04000000
11.900000 0.14043363 -0.77211819 0.12132127 -2.58411559 -0.00565615 2.78030202 0.74100000 0.04000000 0.04000000
11.905000 0.14044587 -0.77209960 0.12134991 -2.58440514 -0.00565122 2.78022635 0.74100000 0.04000000 0.04000000
11.910000 0.14045803 -0.77208097 0.12137840 -2.58469297 -0.00564629 2.78015130 0.74100000 0.04000000 0.04000000
11.915000 0.14047013 -0.77206231 0.12140672 -2.58497908 -0.00564137 2.78007688 0.74100000 0.04000000 0.04000000
11.920000 0.14048216 -0.77204362 0.12143490 -2.58526350 -0.00563644 2.78000308 0.74100000 0.04000000 0.04000000
11.925000 0.14049411 -0.77202490 0.12146292 -2.58554623 -0.00563151 2.77992989 0.74100000 0.04000000 0.04000000
11.930000 0.14050600 -0.77200616 0.12149078 -2.58582729 -0.00562657 2.77985731 0.74100000 0.04000000 0.04000000
11.935000 0.14051782 -0.77198738 0.12151849 -2.58610668 -0.00562164 2.77978534 0.74100000 0.04000000 0.04000000
11.940000 0.14052957 -0.77196859 0.12154605 -2.58638441 -0.00561671 2.77971397 0.74100000 0.04000000 0.04000000
11.945000 0.14054125 -0.77194977 0.12157346 -2.58666050 -0.00561178 2.77964320 0.74100000 0.04000000 0.04000000
11.950000 0.14055287 -0.77193093 0.12160071 -2.58693495 -0.00560684 2.77957302 0.74100000 0.04000000 0.04000000
11.955000 0.14056441 -0.77191208 0.12162782 -2.58720779 -0.00560191 2.77950342 0.74100000 0.04000000 0.04000000
11.960000 0.14057589 -0.77189321 0.12165477 -2.58747900 -0.00559697 2.77943442 0.74100000 0.04000000 0.04000000
11.965000 0.14058731 -0.77187433 0.12168158 -2.58774862 -0.00559203 2.77936599 0.74100000 0.04000000 0.04000000
11.970000 0.14059865 -0.77185543 0.12170824 -2.58801664 -0.00558710 2.77929814 0.74100000 0.04000000 0.04000000
11.975000 0.14060994 -0.77183653 0.12173475 -2.58828309 -0.00558216 2.77923087 0.74100000 0.04000000 0.04000000
11.980000 0.14062115 -0.77181762 0.12176112 -2.58854796 -0.00557722 2.77916416 0.74100000 0.04000000 0.04000000
11.985000 0.14063230 -0.77179870 0.12178734 -2.58881127 -0.00557228 2.77909802 0.74100000 0.04000000 0.04000000
11.990000 0.14064339 -0.77177978 0.12181341 -2.58907302 -0.00556734 2.77903244 0.74100000 0.04000000 0.04000000
11.995000 0.14065441 -0.77176085 0.12183934 -2.58933324 -0.00556241 2.77896741 0.74100000 0.04000000 0.04000000
12.000000 0.14066537 -0.77174192 0.12186513 -2.58959192 -0.00555747 2.77890294 0.74100000 0.04000000 0.04000000
12.005000 0.14067626 -0.77172300 0.12189077 -2.58984908 -0.00555253 2.77883902 0.74100000 0.04000000 0.04000000
12.010000 0.14068710 -0.77170407 0.12191627 -2.59010473 -0.00554759 2.77877564 0.74100000 0.04000000 0.04000000
12.015000 0.14069787 -0.77168515 0.12194163 -2.59035887 -0.00554265 2.77871280 0.74100000 0.04000000 0.04000000
12.020000 0.14070857 -0.77166624 0.12196685 -2.59061153 -0.00553771 2.77865050 0.74100000 0.04000000 0.04000000
12.025000 0.14071922 -0.77164733 0.12199193 -2.59086270 -0.00553277 2.77858874 0.74100000 0.04000000 0.04000000
12.030000 0.14072980 -0.77162843 0.12201687 -2.59111239 -0.00552784 2.77852751 0.74100000 0.04000000 0.04000000
12.035000 0.14074032 -0.77160954 0.12204167 -2.59136062 -0.00552290 2.77846680 0.74100000 0.04000000 0.04000000
12.040000 0.14075078 -0.77159066 0.12206634 -2.59160739 -0.00551796 2.77840661 0.74100000 0.04000000 0.04000000
12.045000 0.14076118 -0.77157179 0.12209086 -2.59185272 -0.00551303 2.77834695 0.74100000 0.04000000 0.04000000
12.050000 0.14077153 -0.77155294 0.12211526 -2.59209661 -0.00550809 2.77828780 0.74100000 0.04000000 0.04000000
12.055000 0.14078181 -0.77153410 0.12213951 -2.59233908 -0.00550315 2.77822916 0.74100000 0.04000000 0.04000000
12.060000 0.14079203 -0.77151528 0.12216363 -2.59258012 -0.00549822 2.77817103 0.74100000 0.04000000 0.04000000
12.065000 0.14080219 -0.77149648 0.12218762 -2.59281976 -0.00549328 2.77811340 0.74100000 0.04000000 0.04000000
12.070000 0.14081229 -0.77147769 0.12221147 -2.59305799 -0.00548835 2.77805628 0.74100000 0.04000000 0.04000000
12.075000 0.14082234 -0.77145893 0.12223519 -2.59329483 -0.00548342 2.77799965 0.74100000 0.04000000 0.04000000
12.080000 0.14083233 -0.77144019 0.12225878 -2.59353029 -0.00547849 2.77794352 0.74100000 0.04000000 0.04000000
12.085000 0.14084226 -0.77142147 0.12228224 -2.59376438 -0.00547356 2.77788788 0.74100000 0.04000000 0.04000000
12.090000 0.14085213 -0.77140278 0.12230556 -2.59399710 -0.00546863 2.77783273 0.74100000 0.04000000 0.04000000
12.095000 0.14086194 -0.77138411 0.12232876 -2.59422846 -0.00546370 2.77777806 0.74100000 0.04000000 0.04000000
12.100000 0.14087170 -0.77136546 0.12235183 -2.59445848 -0.00545877 2.77772387 0.74100000 0.04000000 0.04000000
12.105000 0.14088140 -0.77134685 0.12237476 -2.59468715 -0.00545384 2.77767016 0.74100000 0.04000000 0.04000000
12.110000 0.14089105 -0.77132827 0.12239757 -2.59491450 -0.00544892 2.77761692 0.74100000 0.04000000 0.04000000
12.115000 0.14090064 -0.77130971 0.12242026 -2.59514052 -0.00544399 2.77756416 0.74100000 0.04000000 0.04000000
12.120000 0.14091018 -0.77129118 0.12244281 -2.59536522 -0.00543907 2.77751186 0.74100000 0.04000000 0.04000000
12.125000 0.14091966 -0.77127269 0.12246524 -2.59558862 -0.00543415 2.77746002 0.74100000 0.04000000 0.04000000
12.130000 0.14092908 -0.77125423 0.12248755 -2.59581072 -0.00542923 2.77740865 0.74100000 0.04000000 0.04000000
12.135000 0.14093845 -0.77123581 0.12250973 -2.59603154 -0.00542431 2.77735774 0.74100000 0.04000000 0.04000000
12.140000 0.14094777 -0.77121742 0.12253179 -2.59625107 -0.00541939 2.77730727 0.74100000 0.04000000 0.04000000
12.145000 0.14095703 -0.77119906 0.12255372 -2.59646932 -0.00541447 2.77725727 0.74100000 0.04000000 0.04000000
12.150000 0.14096624 -0.77118074 0.12257553 -2.59668632 -0.00540956 2.77720771 0.74100000 0.04000000 0.04000000
12.155000 0.14097540 -0.77116246 0.12259722 -2.59690205 -0.00540465 2.77715859 0.74100000 0.04000000 0.04000000
12.160000 0.14098450 -0.77114422 0.12261879 -2.59711653 -0.00539974 2.77710992 0.74100000 0.04000000 0.04000000
12.165000 0.14099356 -0.77112602 0.12264023 -2.59732978 -0.00539483 2.77706168 0.74100000 0.04000000 0.04000000
